,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
3265,409,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
2191,274,65,Please indicate the required salary you are seeking for this position.,65000
5313,665,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4491,562,60,Are you legally able to work in Canada?,Yes
3276,410,70,Are you comfortable with statistical analysis?,Yes
6134,767,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4260,533,100,Are you comfortable with statistical analysis?,Yes
2390,299,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3131,392,90,Are you comfortable with statistical analysis?,Yes
4007,501,90,Are you comfortable with statistical analysis?,Yes
4105,514,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2665,334,80,Are you legally able to work in Canada?,Yes
784,99,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1678,210,70,How many years of experience do you have working with SQL?,2 to 3 years
4080,511,100,Are you legally able to work in Canada?,Yes
1481,186,80,Are you comfortable with statistical analysis?,Yes
5696,713,50,Please indicate the required salary you are seeking for this position.,70k-80k
2183,273,100,Please indicate the required salary you are seeking for this position.,75000
4708,589,80,Please indicate the required salary you are seeking for this position.,$50000
1438,180,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1620,203,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
427,54,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1836,230,100,Please indicate the required salary you are seeking for this position.,85000
5405,676,100,Are you comfortable with statistical analysis?,Yes
3716,465,100,Are you comfortable with statistical analysis?,Yes
4898,613,90,Please indicate the required salary you are seeking for this position.,Negociable
2398,300,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2430,304,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4867,609,80,Are you legally able to work in Canada?,Yes
777,98,70,Please indicate the required salary you are seeking for this position.,50000
5266,659,70,Please indicate the required salary you are seeking for this position.,80000/annum
4333,542,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1072,135,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2589,324,100,How many years of experience do you have preparing statistical analysis?,4+ years
672,85,80,How many years of experience do you have working with SQL?,2 to 3 years
6169,772,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
509,64,80,How many years of experience do you have working with SQL?,2 to 3 years
3464,434,100,Are you comfortable with statistical analysis?,Yes
3910,489,90,How many years of experience do you have working with SQL?,4+ years
884,111,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5170,647,75,Please indicate the required salary you are seeking for this position.,Negotiable
816,103,95,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
117,15,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1573,197,90,Please indicate the required salary you are seeking for this position.,90000
4307,540,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1184,149,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1851,232,70,Are you legally able to work in Canada?,Yes
3058,383,80,How many years of experience do you have working with SQL?,2 to 3 years
3660,458,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
3333,417,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4155,520,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2653,332,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
107,14,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
136,18,90,How many years of experience do you have preparing statistical analysis?,4+ years
4577,573,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5984,749,75,Please indicate the required salary you are seeking for this position.,$75k
2681,336,80,How many years of experience do you have working with SQL?,2 to 3 years
4343,543,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1731,217,100,How many years of experience do you have preparing statistical analysis?,4+ years
3385,424,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5491,687,80,Are you comfortable with statistical analysis?,Yes
4822,603,90,How many years of experience do you have working with SQL?,4+ years
3225,404,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
5253,657,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4,1,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1299,163,90,Are you comfortable with statistical analysis?,Yes
2691,337,80,Are you legally able to work in Canada?,Yes
1233,155,100,How many years of experience do you have preparing statistical analysis?,4+ years
2052,257,90,Please indicate the required salary you are seeking for this position.,"65,000-75,000"
3782,473,70,Are you comfortable with statistical analysis?,Yes
6001,751,90,Are you legally able to work in Canada?,Yes
5498,688,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6300,788,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2447,306,100,Please indicate the required salary you are seeking for this position.,90000
4218,528,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2722,341,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2748,344,90,Please indicate the required salary you are seeking for this position.,65000
5012,627,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
