,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
419,219,80,How many years of experience do you have working with SQL?,2 to 3 years
250,215,75,Please indicate the required salary you are seeking for this position.,"$50,000per year"
1011,35,70,Are you comfortable with statistical analysis?,Yes
1076,189,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1534,160,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
67,144,70,Please indicate the required salary you are seeking for this position.,90000
527,186,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
996,176,100,Are you comfortable with statistical analysis?,Yes
545,107,100,Please indicate the required salary you are seeking for this position.,120000
1203,50,50,Are you legally able to work in Canada?,Yes
114,77,80,Are you comfortable with statistical analysis?,Yes
1739,171,90,Are you comfortable with statistical analysis?,Yes
1204,159,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
85,65,50,Are you comfortable with statistical analysis?,Yes
1113,133,100,Are you legally able to work in Canada?,Yes
548,213,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
206,198,55,Are you legally able to work in Canada?,Yes
668,31,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
786,152,100,Are you legally able to work in Canada?,Yes
1104,48,80,Are you legally able to work in Canada?,Yes
636,222,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1187,97,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
571,214,90,Please indicate the required salary you are seeking for this position.,120000
1314,154,100,How many years of experience do you have working with SQL?,4+ years
826,92,90,Are you comfortable with statistical analysis?,Yes
1241,64,70,How many years of experience do you have working with SQL?,2 to 3 years
493,31,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
675,51,50,Are you comfortable with statistical analysis?,Yes
971,198,55,Are you comfortable with statistical analysis?,Yes
60,144,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
579,146,90,Please indicate the required salary you are seeking for this position.,"$75000- $80,000"
1017,62,80,Are you comfortable with statistical analysis?,Yes
1362,167,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1370,182,90,Are you legally able to work in Canada?,Yes
1625,129,50,Are you comfortable with statistical analysis?,Yes
726,40,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
126,40,60,Are you comfortable with statistical analysis?,Yes
685,5,80,Please indicate the required salary you are seeking for this position.,60000
182,183,50,Are you comfortable with statistical analysis?,Yes
53,37,50,How many years of experience do you have working with SQL?,4+ years
437,34,100,Are you comfortable with statistical analysis?,Yes
539,59,80,Are you legally able to work in Canada?,Yes
766,66,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1287,142,100,How many years of experience do you have working with SQL?,4+ years
1519,178,80,Are you legally able to work in Canada?,Yes
494,201,90,Are you legally able to work in Canada?,Yes
1316,187,30,Are you comfortable with statistical analysis?,No
236,169,70,Please indicate the required salary you are seeking for this position.,65000
467,82,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
992,71,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1313,139,70,Are you comfortable with statistical analysis?,Yes
822,107,100,Are you comfortable with statistical analysis?,Yes
1353,151,80,Are you comfortable with statistical analysis?,Yes
848,148,60,Are you comfortable with statistical analysis?,Yes
149,191,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
552,56,65,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1090,119,60,Please indicate the required salary you are seeking for this position.,$65000-$75000
1419,113,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1525,163,100,Are you legally able to work in Canada?,Yes
1729,108,100,Are you comfortable with statistical analysis?,Yes
108,54,70,How many years of experience do you have working with SQL?,2 to 3 years
264,1,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1061,195,100,How many years of experience do you have working with SQL?,4+ years
81,54,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
693,69,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
974,120,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1435,108,100,Please indicate the required salary you are seeking for this position.,85000 - 90000
332,202,40,How many years of experience do you have preparing statistical analysis?,0 to 1 year
288,78,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
135,212,100,How many years of experience do you have working with SQL?,4+ years
169,35,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
720,152,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
757,202,40,Are you comfortable with statistical analysis?,Yes
74,37,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
943,194,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
303,22,80,Are you legally able to work in Canada?,Yes
287,146,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1244,173,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1257,46,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
718,211,70,Are you comfortable with statistical analysis?,Yes
1273,166,100,How many years of experience do you have preparing statistical analysis?,4+ years
